Cycle,NO.1,NO.2,NO.3,NO.4,NO.5,NO.6,NO.7,NO.8,NO.9,NO.10,NO.11,NO.12,NO.13,NO.14,NO.15,NO.16,NO.17,NO.18,NO.19,NO.20,NO.21,NO.22,NO.23,NO.24,NO.25,NO.26,NO.27,NO.28,NO.29,NO.30,NO.31,NO.32,NO.33,NO.34,NO.35,NO.36,NO.37,NO.38,NO.39,NO.40,NO.41,NO.42,NO.43,NO.44,NO.45,NO.46,NO.47,NO.48,NO.49,NO.50,NO.51,NO.52,NO.53,NO.54,NO.55,NO.56,NO.57,NO.58,NO.59,NO.60,NO.61,NO.62,NO.63,NO.64,NO.65,NO.66,NO.67,NO.68,NO.69,NO.70,NO.71,NO.72,NO.73,NO.74,NO.75,NO.76,NO.77,NO.78,NO.79
402,1.069122362,1.036258005,1.055062004,1.038159749,1.066752775,1.058471508,1.015087881,1.050948578,1.057838116,1.06580565,1.056146348,1.058736253,1.070059837,1.047337784,1.071968027,1.042622582,1.05658676,1.036721715,1.039817638,1.019625312,1.00899232,1.01615618,1.068470106,1.061806353,1.034782712,1.015402864,0.993787312,0.989758049,1.023725989,1.069910075,NA,NA,NA,NA,NA,NA,NA,NA,0.878656091,NA,0.899680581,0.917651608,NA,NA,NA,NA,0.8971791,NA,NA,NA,0.912452831,0.915544721,NA,NA,0.936882113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995592967,NA,0.884171253,1.046284472,1.045703002,1.047534313,1.048466189,1.046646886,1.050595489,1.055293609,1.044748731,1.04111367,1.031166142,1.059074407
403,1.069079177,1.036105379,1.054959869,1.037913905,1.066675443,1.058375683,1.01484594,1.050731397,1.057770261,1.065693789,1.056011797,1.058640629,1.070026801,1.04706947,1.071874325,1.042346526,1.05632797,1.036388822,1.039474049,1.019104665,1.008306033,1.015461265,1.068426059,1.061744966,1.034362013,1.014901615,0.993010292,0.988872663,1.02325351,1.069784624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897852982,0.916298816,NA,NA,NA,NA,0.895393737,NA,NA,NA,0.910569642,0.913654018,NA,NA,0.935308574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995384933,NA,0.883147997,1.046241317,1.045660232,1.047484305,1.04841842,1.046596164,1.050546312,1.055241639,1.044701978,1.041063404,1.03104183,1.059030882
404,1.06903595,1.035951311,1.05485693,1.037665345,1.066597401,1.058279002,1.014601042,1.050512517,1.057702187,1.065581116,1.055876189,1.058544415,1.069993753,1.046798007,1.071779886,1.042067951,1.056067003,1.036052784,1.039127254,1.018579209,1.007612598,1.014759797,1.068382006,1.061683481,1.033938189,1.014395665,0.992228481,0.987980897,1.022774766,1.069658281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89600873,0.914935783,NA,NA,NA,NA,0.893593513,NA,NA,NA,0.908668457,0.911746275,NA,NA,0.933720679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995175325,NA,0.882115584,1.046198371,1.045617629,1.047434323,1.048370731,1.046545542,1.050497227,1.055189622,1.044655402,1.041013271,1.030916363,1.058987338
405,1.06899268,1.035795787,1.05475318,1.037414047,1.066518639,1.058181456,1.014353153,1.050291926,1.057633891,1.065467625,1.055739517,1.058447604,1.069960693,1.046523365,1.071684699,1.041786837,1.055803843,1.035713578,1.03877723,1.018048911,1.006911959,1.014051731,1.068337947,1.061621897,1.033511225,1.013884981,0.991441868,0.987082722,1.022289693,1.069531038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894147715,0.913562457,NA,NA,NA,NA,0.891778343,NA,NA,NA,0.906749157,0.909821387,NA,NA,0.932118338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994964122,NA,0.88107394,1.046155634,1.04557519,1.047384368,1.04832312,1.046495018,1.050448234,1.055137555,1.044609003,1.040963269,1.030789728,1.058943777
406,1.068949369,1.035638795,1.054648612,1.037159985,1.066439147,1.058083035,1.01410224,1.050069614,1.05756537,1.065353307,1.055601774,1.058350192,1.06992762,1.046245515,1.071588756,1.041503167,1.055538476,1.035371184,1.038423955,1.017513741,1.006204061,1.013337025,1.06829388,1.061560212,1.033081109,1.013369532,0.99065044,0.986178113,1.021798224,1.069402886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89226983,0.912178786,NA,NA,NA,NA,0.889948141,NA,NA,NA,0.904811618,0.907879252,NA,NA,0.930501458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994751302,NA,0.880022991,1.046113104,1.045532915,1.047334441,1.048275589,1.046444591,1.050399331,1.055085435,1.04456278,1.040913398,1.03066191,1.058900198
407,1.068906016,1.035480324,1.054543219,1.036903135,1.066358915,1.057983731,1.013848268,1.04984557,1.057496621,1.065238153,1.055462952,1.058252173,1.069894533,1.045964425,1.071492049,1.041216921,1.055270886,1.035025576,1.038067407,1.016973663,1.005488848,1.012615635,1.068249807,1.061498422,1.032647829,1.012849286,0.989854184,0.985267042,1.021300296,1.069273818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890374962,0.910784719,NA,NA,NA,NA,0.888102822,NA,NA,NA,0.902855721,0.905919763,NA,NA,0.928869945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994536847,NA,0.878962665,1.046070779,1.045490802,1.047284541,1.048228137,1.046394261,1.050350517,1.05503326,1.044516732,1.040863658,1.030532897,1.058856602
408,1.068862622,1.03532036,1.054436994,1.036643474,1.066277931,1.057883535,1.013591203,1.049619784,1.057427642,1.065122157,1.055323044,1.058153542,1.069861432,1.045680066,1.071394568,1.04092808,1.055001057,1.034676734,1.037707563,1.016428646,1.004766266,1.011887516,1.068205727,1.061436526,1.032211371,1.012324213,0.989053087,0.984349482,1.020795841,1.069143827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888463003,0.909380203,NA,NA,NA,NA,0.8862423,NA,NA,NA,0.900881343,0.903942817,NA,NA,0.927223706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994320734,NA,NA,1.046028658,1.045448849,1.047234669,1.048180763,1.046344027,1.050301792,1.054981026,1.044470857,1.040814047,1.030402673,1.058812989
409,1.068819187,1.035158892,1.054329929,1.036380976,1.066196186,1.057782435,1.013331011,1.049392246,1.05735843,1.065005309,1.055182043,1.058054293,1.069828316,1.045392406,1.071296305,1.040636625,1.054728973,1.034324635,1.037344402,1.015878657,1.004036257,1.011152623,1.068161642,1.06137452,1.031771722,1.011794281,0.988247138,0.983425405,1.020284795,1.069012904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886533842,0.907965186,NA,NA,NA,NA,0.88436649,NA,NA,NA,0.89888836,0.901948309,NA,NA,0.925562649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994102944,NA,NA,1.045986738,1.045407055,1.047184827,1.048133468,1.046293888,1.050253155,1.054928732,1.044425156,1.040764566,1.030271225,1.058769361
410,1.068775712,1.034995906,1.054222017,1.036115618,1.066113669,1.057680425,1.013067658,1.049162943,1.057288982,1.064887603,1.055039941,1.05795442,1.069795185,1.045101415,1.07119725,1.040342538,1.054454619,1.033969255,1.036977899,1.015323662,1.003298767,1.010410913,1.06811755,1.061312404,1.03132887,1.011259457,0.987436323,0.982494786,1.019767091,1.068881041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884587369,0.906539616,NA,NA,NA,NA,0.882475304,NA,NA,NA,0.89687665,0.899936132,NA,NA,0.923886678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993883454,NA,NA,1.045945018,1.045365419,1.047135013,1.048086252,1.046243842,1.050204604,1.054876373,1.044379627,1.040715213,1.030138539,1.058725716
411,1.068732197,1.034831391,1.054113251,1.035847374,1.066030369,1.057577493,1.012801109,1.048931867,1.057219295,1.064769029,1.05489673,1.057853917,1.069762037,1.044807062,1.071097395,1.040045798,1.05417798,1.033610573,1.036608033,1.014763628,1.002553739,1.009662341,1.068073452,1.061250175,1.030882801,1.01071971,0.98662063,0.981557596,1.019242662,1.06874823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882623471,0.90510344,NA,NA,NA,NA,0.880568656,NA,NA,NA,0.89484609,0.897906181,NA,NA,0.922195701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993662245,NA,NA,1.045903497,1.045323939,1.047085229,1.048039114,1.046193889,1.050156139,1.054823948,1.04433427,1.040665987,1.0300046,1.058682057
412,1.068688642,1.034665333,1.054003622,1.035576219,1.065946275,1.057473632,1.012531329,1.048699005,1.057149366,1.064649579,1.054752404,1.05775278,1.069728872,1.044509317,1.07099673,1.039746388,1.053899038,1.033248564,1.036234781,1.014198523,1.001801117,1.008906863,1.068029348,1.061187829,1.030433503,1.010175009,0.985800047,0.980613808,1.018711441,1.068614464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880642037,0.903656607,NA,NA,NA,NA,0.87864646,NA,NA,NA,0.892796556,0.895858351,NA,NA,0.920489623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993439295,NA,NA,1.045862171,1.045282612,1.047035475,1.047992055,1.046144028,1.050107758,1.054771453,1.044289083,1.040616889,1.029869395,1.058638383
413,1.068645047,1.03449772,1.053893125,1.03530213,1.065861378,1.05736883,1.012258283,1.048464348,1.057079192,1.064529246,1.054606955,1.057651002,1.06969569,1.044208147,1.070895247,1.039444287,1.05361778,1.032883206,1.03585812,1.013628312,1.001040843,1.008144433,1.067985238,1.061125366,1.029980963,1.009625321,0.984974561,0.979663395,1.018173362,1.068479735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878642956,0.902199062,NA,NA,NA,NA,NA,NA,NA,NA,0.890727923,0.893792534,NA,NA,0.918768348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993214582,NA,NA,1.04582104,1.045241439,1.046985752,1.047945075,1.046094258,1.050059461,1.054718886,1.044244065,1.040567916,1.029732909,1.058594695
414,1.068601413,1.034328539,1.053781751,1.035025081,1.065775665,1.057263079,1.011981937,1.048227884,1.057008771,1.06440802,1.054460376,1.057548578,1.06966249,1.043903522,1.070792937,1.039139476,1.053334188,1.032514477,1.035478027,1.013052962,1.000272861,1.007375006,1.067941122,1.061062781,1.029525168,1.009070613,0.98414416,0.97870633,1.017628356,1.068344033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900730755,NA,NA,NA,NA,NA,NA,NA,NA,0.888640067,0.891708625,NA,NA,0.917031783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992988085,NA,NA,1.045780102,1.045200416,1.046936059,1.047898173,1.046044578,1.050011246,1.054666243,1.044199216,1.040519069,1.029595128,1.058550992
415,1.06855774,1.034157778,1.053669493,1.034745046,1.065689126,1.057156369,1.011702254,1.047989602,1.0569381,1.064285893,1.054312658,1.057445501,1.06962927,1.04359541,1.070689789,1.038831935,1.053048248,1.032142352,1.035094479,1.01247244,0.999497115,1.006598537,1.067897,1.061000074,1.029066104,1.008510855,0.983308832,0.977742585,1.017076355,1.068207353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899251632,NA,NA,NA,NA,NA,NA,NA,NA,0.886532863,0.889606515,NA,NA,0.915279831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992759784,NA,NA,1.045739354,1.045159542,1.046886398,1.047851348,1.045994986,1.049963112,1.054613522,1.044154533,1.040470347,1.029456037,1.058507277
416,1.068514028,1.033985424,1.053556343,1.034462002,1.06560175,1.05704869,1.0114192,1.047749493,1.056867174,1.064162858,1.054163795,1.057341766,1.069596031,1.04328378,1.070585795,1.038521646,1.052759942,1.031766808,1.034707454,1.011886711,0.998713546,1.005814982,1.067852873,1.060937241,1.02860376,1.007946013,0.982468563,0.976772133,1.016517293,1.068069684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897761639,NA,NA,NA,NA,NA,NA,NA,NA,0.884406185,0.887486099,NA,NA,0.913512398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992529655,NA,NA,1.045698795,1.045118816,1.046836769,1.047804602,1.045945482,1.049915059,1.05456072,1.044110017,1.040421748,1.029315621,1.058463549
417,1.068470278,1.033811464,1.053442295,1.034175922,1.065513526,1.056940033,1.011132739,1.047507544,1.056795993,1.064038906,1.054013779,1.057237368,1.069562772,1.042968599,1.070480946,1.038208589,1.052469255,1.031387823,1.034316927,1.011295743,0.997922097,1.005024294,1.067808741,1.06087428,1.028138121,1.007376055,0.981623342,0.975794947,1.0159511,1.06793102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896260725,NA,NA,NA,NA,NA,NA,NA,NA,0.882259908,0.885347268,NA,NA,0.911729387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992297677,NA,NA,1.045658423,1.045078236,1.046787173,1.047757934,1.045896065,1.049867085,1.054507833,1.044065667,1.040373273,1.029173867,1.058419808
418,1.06842649,1.033635885,1.053327339,1.033886781,1.065424443,1.056830388,1.010842835,1.047263745,1.056724552,1.063914028,1.053862602,1.0571323,1.069529491,1.042649837,1.070375233,1.037892744,1.052176171,1.031005373,1.033922877,1.010699501,0.99712271,1.004226429,1.067764603,1.060811188,1.027669176,1.006800949,0.980773157,0.974810999,1.015377707,1.067791351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894748835,NA,NA,NA,NA,NA,NA,NA,NA,0.880093905,0.883189914,NA,NA,0.909930702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992063829,NA,NA,1.045618235,1.0450378,1.046737609,1.047711343,1.045846733,1.049819189,1.05445486,1.04402148,1.04032492,1.029030759,1.058376055
419,1.068382664,1.033458674,1.05321147,1.033594554,1.06533449,1.056719745,1.010549453,1.047018085,1.056652849,1.063788215,1.053710257,1.057026557,1.069496189,1.042327461,1.070268645,1.037574091,1.051880673,1.030619434,1.033525279,1.01009795,0.996315328,1.00342134,1.067720459,1.060747963,1.027196911,1.006220662,0.979917995,0.973820262,1.014797046,1.06765067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893225917,NA,NA,NA,NA,NA,NA,NA,NA,0.877908049,0.88101393,NA,NA,0.908116247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991828088,NA,NA,1.04557823,1.044997506,1.046688079,1.04766483,1.045797486,1.04977137,1.054401796,1.043977455,1.040276688,1.028886282,1.058332291
420,1.0683388,1.033279818,1.053094679,1.033299215,1.065243656,1.056608095,1.010252556,1.046770554,1.05658088,1.06366146,1.053556737,1.056920133,1.069462865,1.042001439,1.070161174,1.03725261,1.051582746,1.030229983,1.033124111,1.009491057,0.995499893,1.002608981,1.067676311,1.060684603,1.026721313,1.005635161,0.979057844,0.972822708,1.014209047,1.067508969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891691917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878819206,NA,NA,0.906285925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991590432,NA,NA,1.045538405,1.044957352,1.046638582,1.047618394,1.045748322,1.049723626,1.054348638,1.043933593,1.040228576,1.028740422,1.058288516
421,1.0682949,1.033099304,1.052976958,1.033000739,1.065151928,1.056495427,1.009952108,1.04652114,1.056508643,1.063533753,1.053402033,1.056813021,1.069429518,1.041671739,1.07005281,1.036928283,1.051282374,1.029836997,1.032719349,1.008878788,0.994676345,1.001789307,1.067632157,1.060621105,1.026242369,1.005044414,0.978192692,0.97181831,1.01361364,1.067366239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890146782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904439639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991350839,NA,NA,1.045498759,1.044917337,1.046589119,1.047572036,1.04569924,1.049675957,1.054295384,1.043889891,1.040180584,1.028593164,1.05824473
422,1.068250962,1.032917119,1.0528583,1.0326991,1.065059297,1.056381732,1.009648073,1.046269832,1.056436134,1.063405087,1.053246137,1.056705216,1.069396147,1.041338328,1.069943544,1.036601088,1.050979539,1.029440451,1.03231097,1.008261109,0.993844627,1.000962272,1.067587998,1.060557465,1.025760067,1.004448387,0.977322526,0.970807041,1.013010756,1.067222471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888590457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902577291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991109287,NA,NA,1.045459289,1.044877458,1.046539691,1.047525754,1.04565024,1.049628362,1.054242031,1.043846348,1.040132711,1.028444493,1.058200934
423,1.068206988,1.03273325,1.052738697,1.032394272,1.064965751,1.056266999,1.009340414,1.046016619,1.056363351,1.063275451,1.053089044,1.056596713,1.069362751,1.041001174,1.069833365,1.036271006,1.050674226,1.029040321,1.031898949,1.007637984,0.99300468,1.000127829,1.067543834,1.060493683,1.025274393,1.003847049,0.976447335,0.969788872,1.012400324,1.067077659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887022891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900698785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990865752,NA,NA,1.045419993,1.044837714,1.046490298,1.04747955,1.045601319,1.049580838,1.054188575,1.043802963,1.040084956,1.028294393,1.058157129
424,1.068162978,1.032547684,1.052618142,1.032086228,1.064871278,1.056151219,1.009029094,1.04576149,1.05629029,1.063144839,1.052930743,1.056487504,1.06932933,1.040660245,1.069722265,1.035938017,1.050366418,1.028636585,1.031483264,1.007009379,0.992156445,0.999285933,1.067499666,1.060429754,1.024785335,1.003240365,0.975567106,0.968763776,1.011782274,1.066931792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885444027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898804021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990620214,NA,NA,1.045380869,1.044798103,1.04644094,1.047433422,1.045552476,1.049533386,1.054135012,1.043759735,1.040037317,1.02814285,1.058113314
425,1.068118932,1.032360407,1.052496626,1.031774944,1.064775866,1.056034382,1.008714078,1.045504435,1.056216948,1.06301324,1.052771229,1.056377585,1.069295884,1.040315507,1.069610234,1.035602101,1.0500561,1.028229218,1.031063891,1.00637526,0.991299862,0.998436535,1.067455492,1.060365677,1.024292878,1.002628303,0.974681828,0.967731726,1.011156535,1.066784863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883853814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896892902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990372648,NA,NA,1.045341914,1.044758622,1.046391618,1.04738737,1.045503711,1.049486003,1.054081341,1.043716663,1.039989795,1.027989848,1.05806949
426,1.06807485,1.032171407,1.052374142,1.031460393,1.064679505,1.055916478,1.008395326,1.045245441,1.056143322,1.062880647,1.052610493,1.056266948,1.069262411,1.039966929,1.069497263,1.035263237,1.049743253,1.027818196,1.030640806,1.005735592,0.990434873,0.99757959,1.067411314,1.060301448,1.023797012,1.002010829,0.973791488,0.966692693,1.010523035,1.066636864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882252196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894965329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990123032,NA,NA,1.045303127,1.04471927,1.046342333,1.047341394,1.045455022,1.049438688,1.054027557,1.043673744,1.039942387,1.027835372,1.058025658
427,1.068030732,1.031980669,1.052250682,1.031142548,1.064582182,1.055797495,1.008072804,1.044984499,1.056069409,1.06274705,1.052448528,1.056155588,1.069228911,1.039614475,1.06938334,1.034921406,1.049427862,1.027403495,1.030213986,1.005090339,0.989561417,0.996715051,1.067367131,1.060237066,1.023297722,1.001387909,0.972896074,0.965646651,1.009881703,1.066487785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880639119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893021204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989871343,NA,NA,1.045264504,1.044680044,1.046293083,1.047295495,1.045406408,1.049391441,1.053973658,1.043630978,1.039895093,1.027679406,1.057981817
428,1.06798658,1.031788181,1.052126239,1.030821383,1.064483886,1.055677425,1.007746472,1.044721596,1.055995206,1.062612441,1.052285325,1.0560435,1.069195383,1.039258115,1.069268457,1.034576587,1.049109911,1.026985091,1.029783406,1.004439467,0.988679436,0.995842872,1.067322944,1.060172527,1.022794995,1.000759512,0.971995575,0.96459357,1.009232468,1.066337619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87901453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891060427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989617558,NA,NA,1.045226045,1.044640944,1.046243871,1.04724967,1.045357867,1.049344259,1.05391964,1.043588364,1.039847912,1.027521936,1.05793797
429,1.067942393,1.031593929,1.052000804,1.030496872,1.064384605,1.055556257,1.007416295,1.044456723,1.055920709,1.06247681,1.052120877,1.055930676,1.069161826,1.038897813,1.069152604,1.03422876,1.048789382,1.026562959,1.029349042,1.003782942,0.987788868,0.994963004,1.067278752,1.060107828,1.022288819,1.000125602,0.971089978,0.963533425,1.008575257,1.066186356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889082899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989361653,NA,NA,1.045187745,1.044601965,1.046194697,1.047203922,1.045309399,1.049297142,1.0538655,1.043545899,1.039800843,1.027362945,1.057894115
430,1.067898171,1.031397899,1.051874369,1.030168989,1.064284328,1.055433981,1.007082233,1.044189866,1.055845916,1.062340149,1.051955176,1.055817111,1.06912824,1.038533538,1.069035771,1.033877904,1.048466259,1.026137076,1.028910871,1.003120727,0.986889654,0.9940754,1.067234555,1.060042967,1.02177918,0.999486146,0.970179271,0.962466186,1.007909998,1.066033989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88708852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989103606,NA,NA,1.045149603,1.044563107,1.04614556,1.047158248,1.045261002,1.049250088,1.053811234,1.043503583,1.039753885,1.027202418,1.057850253
431,1.067853915,1.031200078,1.051746927,1.029837706,1.064183041,1.055310586,1.006744249,1.043921016,1.055770823,1.062202449,1.051788215,1.055702799,1.069094624,1.038165254,1.068917948,1.033523999,1.048140525,1.025707417,1.028468868,1.002452787,0.985981733,0.993180014,1.067190354,1.059977941,1.021266066,0.998841111,0.969263442,0.961391827,1.007236617,1.065880508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88507719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988843393,NA,NA,1.045111617,1.044524367,1.046096461,1.04711265,1.045212674,1.049203096,1.053756839,1.043461415,1.039707036,1.027040339,1.057806385
432,1.067809625,1.031000453,1.05161847,1.029502996,1.064080735,1.055186062,1.006402306,1.043650162,1.055695427,1.062063701,1.051619985,1.055587732,1.069060977,1.037792929,1.068799126,1.033167024,1.047812164,1.025273957,1.02802301,1.001779087,0.985065045,0.992276798,1.067146149,1.059912748,1.020749463,0.998190463,0.968342481,0.960310318,1.006555043,1.065725906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883048808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98858099,NA,NA,1.045073783,1.044485743,1.046047401,1.047067126,1.045164415,1.049156164,1.053702312,1.043419392,1.039660296,1.026876692,1.057762511
433,1.067765301,1.03079901,1.051488989,1.029164834,1.063977395,1.055060399,1.006056365,1.043377291,1.055619724,1.061923895,1.051450479,1.055471907,1.069027299,1.037416529,1.068679293,1.032806959,1.047481158,1.024836672,1.027573271,1.001099591,0.984139529,0.991365704,1.06710194,1.059847384,1.020229359,0.997534167,0.967416373,0.959221633,1.005865202,1.065570172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881003275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988316374,NA,NA,1.0450361,1.044447232,1.04599838,1.047021676,1.045116222,1.049109291,1.053647649,1.043377513,1.039613664,1.026711462,1.057718632
